00_01_02_03 00_01_02_03 True -268.394257108013 -76.058792767259 -76.057046498392 -76.057684674496 -40.213288800153 -152.121528170538 -152.121815273887 -116.271482329544 -152.113261790890 -116.270118737532 -116.270815889945 -228.181968829163 -192.333934474853 -192.334323151997 -192.326255340450
00_01_02_04 00_01_02_04 True -268.397256639324 -76.058837801756 -76.057048733798 -76.057772760627 -40.213287935842 -152.121571156141 -152.119258304762 -116.271527419750 -152.116421692138 -116.270120021140 -116.270466303990 -228.185458312875 -192.333977405135 -192.331453250240 -192.328829509245
00_01_02_05 00_01_02_05 True -268.393361343243 -76.058760381110 -76.057125014526 -76.058550617464 -40.213286006496 -152.121583726826 -152.116381240799 -116.271447846166 -152.118738175540 -116.270194946790 -116.271561538921 -228.181262020823 -192.333988554937 -192.328742914175 -192.331556115599
00_01_02_06 00_01_02_06 True -268.392166971715 -76.058755091770 -76.057049719205 -76.058755153002 -40.213289833911 -152.121495567008 -152.115324016249 -116.271446222178 -152.117637422303 -116.270122827766 -116.271946939788 -228.179905319742 -192.333903300163 -192.327905428130 -192.330567257154
00_01_02_07 00_01_02_07 True -268.398096450871 -76.058752654909 -76.057099669493 -76.058384410530 -40.213288645117 -152.121546893508 -152.118613753245 -116.271442319783 -152.117546614801 -116.270171666097 -116.271460232438 -228.185718098996 -192.333953202092 -192.331018167463 -192.330680413097
00_01_02_08 00_01_02_08 True -268.392653297800 -76.058750341529 -76.057043893597 -76.058535407372 -40.213290700934 -152.121484450830 -152.118807681759 -116.271442263179 -152.115211117314 -116.270118157255 -116.271056309857 -228.181001714579 -192.333893245860 -192.330676360121 -192.327581668547
00_01_02_09 00_01_02_09 True -268.393238524612 -76.058756367457 -76.057049210516 -76.055828885486 -40.213289948857 -152.121496525969 -152.116461366069 -116.271447236842 -152.114254831206 -116.270122704641 -116.269068141303 -228.180990143693 -192.333904173204 -192.329096631616 -192.327195646022
00_01_02_10 00_01_02_10 True -268.390250968270 -76.058747358734 -76.057043563657 -76.057527460133 -40.213288846687 -152.121481106790 -152.115603015308 -116.271437227842 -152.114214168423 -116.270115727713 -116.270854208774 -228.177710989262 -192.333887623309 -192.328366392373 -192.327368627134
00_01_02_11 00_01_02_11 True -268.393085670385 -76.058746289832 -76.057052560979 -76.058394391804 -40.213289628770 -152.121489677211 -152.116670309461 -116.271437194870 -152.117145160323 -116.270125453807 -116.271271750384 -228.181127142071 -192.333897150181 -192.328989498535 -192.329732951381
00_01_02_12 00_01_02_12 True -268.391306713920 -76.058746232945 -76.057043639999 -76.057974702680 -40.213291623816 -152.121480029536 -152.116242307699 -116.271439497347 -152.115447770749 -116.270118851019 -116.270736333389 -228.179480918275 -192.333890231723 -192.328401339152 -192.327952026183
