00_01_02_03 00_01_02_03 True 1.7762220003991747e-06 -0.002193612989999927 -0.0023835170379999937 -0.0008392966599999607 -0.00021361577399997556 -0.0007104972839999391 -0.0004758323749999571 -0.004838338647000062 -0.003687228521999958 -0.0036679006170000916 -0.0013777777489999699
00_01_02_04 00_01_02_04 True -4.295101999701734e-06 -0.002195334330999943 -0.0030521502799999434 -0.0008414008569999909 -5.073635199992488e-05 -0.0007105846750000422 -0.0008113466319999707 -0.005284374030000039 -0.0036912050009999253 -0.0046403739820000955 -0.0015630467690000704
00_01_02_05 00_01_02_05 True 3.145719999764207e-07 -0.002195956210999994 -0.00027712790700001877 -0.0008387780949999646 -0.002968427691999953 -0.0007113555690000106 -0.0005206920520000324 -0.005324299821999945 -0.0036899493749999734 -0.0016417271419999768 -0.0041415998619999395
00_01_02_06 00_01_02_06 True 2.3626430000478482e-06 -0.0021932892420000183 -0.0004486899500000252 -0.000838792280000028 3.5044024999986156e-05 -0.0007105551210000172 -0.0007624409430000145 -0.0026028972110000437 -0.003686457929000103 -0.002046556682000017 -0.0014399179880000001
00_01_02_07 00_01_02_07 True -4.4051949997514495e-06 -0.00219449579399994 -0.00011270016000003436 -0.0008389174439999703 -0.0034839081309999687 -0.0007109691039999533 -0.0009068688539999592 -0.0057885567190000264 -0.003688196173000008 -0.0018433657830000671 -0.004998508036999888
00_01_02_08 00_01_02_08 True 6.630100001514538e-07 -0.002193067626999945 -0.00010183860300000402 -0.0008386608569999898 -4.037895199993091e-05 -0.0007104865049999687 -0.000930636115000022 -0.002346180658999941 -0.0036860492039999804 -0.0018586034329999557 -0.0016730017889999005
00_01_02_09 00_01_02_09 True -3.7355199988819976e-07 -0.0021933106890000276 -6.262619499997069e-05 -0.00083896798699995 -0.0001014961169999995 -0.0007105481160000204 -0.0005170571290000203 -0.0023541917349998998 -0.0036866594320000834 -0.0014045717310000039 -0.0013249760420000478
00_01_02_10 00_01_02_10 True 1.8919370002312696e-06 -0.0021930124699999776 -0.00015842759600004364 -0.0008386724900000253 -4.2689753999958224e-05 -0.0007104739209999322 -0.0006834377690000393 -0.002404188437999999 -0.003685992270000049 -0.0016607900970000422 -0.0014342549970000062
00_01_02_11 00_01_02_11 True 2.7534900015613317e-07 -0.0021931122330000052 -6.496598900002093e-05 -0.0008384495479999976 -5.0388519999999826e-05 -0.0007105473460000122 -0.0007370445640000334 -0.002302575502000137 -0.003685925864999995 -0.001639086950000035 -0.0014892740040000074
00_01_02_12 00_01_02_12 True 1.0961929996500253e-06 -0.0021929720880000114 -6.658232599998648e-05 -0.0008385042370000484 2.3924361999994037e-05 -0.0007105051940000107 -0.0010633102150000573 -0.002235443494999989 -0.00368580214599995 -0.0019711572399999655 -0.0017499690150000191
00_01_02_13 00_01_02_13 True -1.3842490002025087e-06 -0.0021930427880000325 -2.9425492000023645e-05 -0.0008384409680000093 -7.79911139999756e-05 -0.0007105291700000294 -0.0005373730629999462 -0.0022983676420000876 -0.003685827468999925 -0.0014026338159999208 -0.0013232029299999892
00_01_02_14 00_01_02_14 True 7.752989998888182e-07 -0.0021929480700000337 2.4096608000012676e-05 -0.000838370142 -3.667069800000755e-05 -0.0007104411250000164 -0.0005131507740000485 -0.002206234724999978 -0.0036855824410000904 -0.0013280385680000117 -0.0012609734470000467
00_01_02_15 00_01_02_15 True 1.9176570000556392e-06 -0.002192989661999989 9.340852999972782e-06 -0.0008385133049999827 -4.822729099995815e-05 -0.00071046305299996 -0.0005801434079999723 -0.0022331295659999695 -0.0036857930999999733 -0.0014052346230000456 -0.0013560491869999691
00_01_02_16 00_01_02_16 True -1.6993999901737666e-08 -0.0021929656059999636 -4.02934369999608e-05 -0.0008385329040000167 -1.3948278999975638e-05 -0.0007104836270000192 -0.0008287362529999232 -0.0022488819730000498 -0.0036858086110000132 -0.0017021457009999963 -0.001550894994999913
00_01_02_17 00_01_02_17 True 3.1526999993980453e-07 -0.0021929485700000195 -8.213834000014852e-06 -0.0008384907219999849 -3.3990279999507322e-06 -0.0007104942319999807 -0.00066254179299996 -0.0022041590809999123 -0.0036857557099999605 -0.0015125449619999287 -0.0013782990109999504
00_01_02_18 00_01_02_18 True 1.0497290001687531e-06 -0.0021929511090000298 -6.390477999995703e-06 -0.000838588259999995 -5.3384371000053665e-05 -0.0007104650499999421 -0.0010778583640000394 -0.0022534921390000018 -0.003685826580000051 -0.0019232647490000088 -0.0018501423050000798
00_01_02_19 00_01_02_19 True 5.14354999953115e-07 -0.0021929386450000865 -5.766954000063773e-06 -0.0008384185980000181 -1.655536099998134e-05 -0.0007104269619999937 -0.00047659309600003863 -0.002215679602000087 -0.003685610259000077 -0.0013185250369999457 -0.0012093900530000534
00_01_02_20 00_01_02_20 True -2.405729997989603e-07 -0.002192948698000019 -2.0015074999990556e-05 -0.000838637601000003 -5.3255650000472166e-06 -0.0007104667680000176 -0.0008419570089999717 -0.00221884119900001 -0.003685878955000055 -0.0016995548780000536 -0.0015608135170000481
00_01_03_04 00_01_03_04 True -1.134799000240827e-06 -0.002385599594000032 -0.0030521534800000416 -0.0008415021160000091 -0.00013407943700005642 -0.0004759800950000226 -0.0008113439430000591 -0.005584374604000075 -0.0036723982580000036 -0.004640492185000039 -0.0014178979009999704
00_01_03_05 00_01_03_05 True 2.5288799992972955e-07 -0.0023831518290000075 -0.0002769783229999989 -0.0008387010229999881 -0.00013387330300002054 -0.0004759245110000365 -0.0005202691860000108 -0.002782505512000044 -0.0036670246220000258 -0.0016410391640000466 -0.0011158747719999251
00_01_03_06 00_01_03_06 True 8.862420002031524e-07 -0.0023856353469999814 -0.00044882522000000424 -0.0008387003690000505 -0.0023735631390000567 -0.00047669159499999503 -0.0007629601819999776 -0.0050911197869999425 -0.003670284480000091 -0.0020471221510001414 -0.0035861559399999188
00_01_03_07 00_01_03_07 True 1.4334689999173644e-06 -0.002383003379000048 -0.0001117460790000524 -0.0008387478549999605 -3.979777300000542e-05 -0.00047578306400006265 -0.0009041228370000043 -0.0025473525320000023 -0.003666811871000014 -0.0018394340750000626 -0.001410214805999982
00_01_03_08 00_01_03_08 True -4.064756999710983e-06 -0.002384500562999936 -0.00010296284499994313 -0.0008386811359999968 -0.0032779871060000243 -0.00047636610299994775 -0.0009326876099999826 -0.005751334866999969 -0.003668779379999987 -0.0018618219160000393 -0.004606633848000086
00_01_03_09 00_01_03_09 True 2.766696999778606e-06 -0.002383072704000011 -6.24061410000043e-05 -0.0008388802360000391 -2.090391800002589e-05 -0.00047577408400001353 -0.0005165418620000084 -0.0024704312599999056 -0.003667008218000034 -0.0014037691129998864 -0.0010174194500000011
00_01_03_10 00_01_03_10 True -3.018273000171545e-06 -0.002383103788999974 -0.00015865971299999782 -0.0008387534950000386 -7.657527299997913e-05 -0.00047587680500002505 -0.0006835935909999813 -0.002600938369999972 -0.003666999736999993 -0.0016612102130000028 -0.0012300396929999236
00_01_03_11 00_01_03_11 True 4.280689997193665e-07 -0.0023829156760000747 -6.496105199998992e-05 -0.000838442447999993 2.470782499996993e-05 -0.0004758062790000406 -0.0007368680750000911 -0.002425437902999983 -0.003666431277999954 -0.001638894581 -0.001189737826000098
00_01_03_12 00_01_03_12 True 6.181030003937771e-07 -0.0023830822879999936 -6.659492500005193e-05 -0.0008384636159999848 -0.00012782557400004002 -0.00047599848500007313 -0.0010634315139999573 -0.0025722466740001337 -0.003666806826000013 -0.0019712552970000963 -0.001662303691000122
00_01_03_13 00_01_03_13 True 1.1271079999597422e-06 -0.002382900981999947 -2.9388078000014417e-05 -0.000838387701000004 -5.029170999926169e-06 -0.0004757712870000208 -0.0005370424630000425 -0.002418615637999999 -0.003666329124999951 -0.0014022152909999586 -0.0010215212719999756
00_01_03_14 00_01_03_14 True -2.295656999967699e-06 -0.0023829296189999405 2.4053973000037754e-05 -0.0008383704949999349 -7.150336499994747e-05 -0.0004758758920000161 -0.0005132824729999486 -0.0024268998029999267 -0.0036664374079999618 -0.0013282045019999689 -0.0010522253619999755
00_01_03_15 00_01_03_15 True 1.5031770000117906e-06 -0.0023829100819999782 9.330976000032631e-06 -0.0008384858550000429 -1.7497120000098398e-06 -0.0004758192899999847 -0.0005801356109999822 -0.0023737965779999093 -0.003666483337000065 -0.0014052016220000574 -0.0010676954920001147
00_01_03_16 00_01_03_16 True -1.3173480000461257e-06 -0.002382932865999998 -4.02990679999049e-05 -0.000838533309999917 1.017984900003599e-05 -0.0004758621919999928 -0.0008288394279999667 -0.002409776968999966 -0.003666595645999998 -0.0017022377579999637 -0.001292072610999867
00_01_03_17 00_01_03_17 True -3.2275600000963856e-07 -0.002382903062000008 -8.208799000042344e-06 -0.0008384931500000359 -2.3256188000031486e-05 -0.0004758115100000071 -0.0006625566329999943 -0.0024124643399999757 -0.003666480410000089 -0.0015125618530001106 -0.0011653034540000384
00_01_03_18 00_01_03_18 True 7.25580999949571e-07 -0.0023829063720000043 -6.398237000049267e-06 -0.0008385469200000162 1.0359008000004888e-05 -0.00047593074299995264 -0.0010778175100000231 -0.002377857189999999 -0.00366664477999995 -0.0019231863820000639 -0.001546873597999876
00_01_03_19 00_01_03_19 True -1.203666000149095e-06 -0.002382873994999979 -5.771339000038012e-06 -0.0008383810070000663 1.5953048999983732e-05 -0.00047575406600003367 -0.00047646605499995776 -0.0023701130789999802 -0.0036662767570000976 -0.0013183592429999447 -0.000939412590999944
00_01_03_20 00_01_03_20 True -3.462599998116378e-07 -0.002382891809999954 -2.0019061999998478e-05 -0.000838589311000032 1.8620940000046993e-05 -0.00047581227099993684 -0.0008418177999999499 -0.002383716129999991 -0.0036665612409999826 -0.0016993634800000212 -0.0012996850169999796
