00_01_02_03 00_01_02_03 True -0.838981988970 -0.221823682818 -0.222564539726 -0.222277482997 -0.167374818024 -0.445809502515 -0.445636904338 -0.389858995887 -0.445105643446 -0.390564475096 -0.390113621910 -0.669914974804 -0.614450466622 -0.614121698049 -0.613547670353
00_01_02_04 00_01_02_04 True -0.839835045319 -0.222263850949 -0.222584143925 -0.222169835256 -0.167397658122 -0.446286191883 -0.446489340510 -0.390333038109 -0.444773426959 -0.390608012695 -0.390213238310 -0.670530403792 -0.614962113123 -0.615186377199 -0.613441442922
00_01_02_05 00_01_02_05 True -0.839118020581 -0.221561168262 -0.223263753606 -0.221588302242 -0.167337359501 -0.446248463433 -0.443408950499 -0.389557028756 -0.446881209949 -0.391231789429 -0.389411225822 -0.670041020182 -0.614855549048 -0.611905866130 -0.615305954492
00_01_02_06 00_01_02_06 True -0.836476265105 -0.221557999164 -0.222576423881 -0.221284370205 -0.167398318176 -0.445550741035 -0.443326757589 -0.389613888006 -0.443761939217 -0.390600268701 -0.389270411120 -0.667216019939 -0.614212599808 -0.611970694286 -0.612385256947
00_01_02_07 00_01_02_07 True -0.840109074540 -0.221525793059 -0.222965767617 -0.222484242184 -0.167377957155 -0.445909174155 -0.444108251013 -0.389563462066 -0.447783743830 -0.390974434375 -0.390552748782 -0.670820556122 -0.614557796814 -0.612834933633 -0.616434201928
00_01_02_08 00_01_02_08 True -0.836423046873 -0.221529890321 -0.222546223993 -0.221406898633 -0.167430880353 -0.445490490246 -0.443003393526 -0.389618508517 -0.444001405744 -0.390601805828 -0.389555860667 -0.667019988076 -0.614184230643 -0.611808508992 -0.612767634459
00_01_02_09 00_01_02_09 True -0.837106878577 -0.221530471696 -0.222570003256 -0.222361806743 -0.167386021267 -0.445515381722 -0.443901237394 -0.389574602465 -0.445013151738 -0.390581213707 -0.390232865459 -0.667979136547 -0.614165325505 -0.612420844799 -0.613512816327
00_01_02_10 00_01_02_10 True -0.836544418974 -0.221507778397 -0.222545671010 -0.221606638639 -0.167401291611 -0.445467843498 -0.443284602776 -0.389566477048 -0.444206936322 -0.390571717569 -0.389597048096 -0.667303570198 -0.614131741672 -0.611922915434 -0.612820478846
00_01_02_11 00_01_02_11 True -0.836255999560 -0.221505996880 -0.222574948671 -0.221414193885 -0.167415635411 -0.445495427067 -0.443001856712 -0.389578886345 -0.443993935387 -0.390616489356 -0.389424790593 -0.666987496417 -0.614174628324 -0.611665843318 -0.612629336865
00_01_02_12 00_01_02_12 True -0.836697466077 -0.221500530214 -0.222546827167 -0.221679956916 -0.167451865430 -0.445460732763 -0.443264521096 -0.389609680810 -0.444190209215 -0.390623440319 -0.389926191612 -0.667188220964 -0.614175188286 -0.612166465398 -0.613064170188
00_01_02_13 00_01_02_13 True -0.836407517339 -0.221494359063 -0.222577940902 -0.221705441604 -0.167379633665 -0.445485616043 -0.443233557077 -0.389530686847 -0.444328585505 -0.390582706911 -0.389576260123 -0.667270535618 -0.614127528244 -0.611759313020 -0.612829019873
