00_01_02_03 00_01_02_03 True -1.116755715599 -0.293238432709 -0.293764107056 -0.293538173238 -0.230113399919 -0.588933875828 -0.588871523740 -0.524139073907 -0.587530089187 -0.524529346718 -0.524102112806 -0.884844640422 -0.820442758307 -0.820198931185 -0.818723511887
00_01_02_04 00_01_02_04 True -1.117483154619 -0.293254297160 -0.293763796534 -0.293597000512 -0.230117673974 -0.588951146307 -0.589548200561 -0.524160067788 -0.587393943161 -0.524533395336 -0.524479331764 -0.885261862222 -0.820465365098 -0.821163206157 -0.818921526352
00_01_02_05 00_01_02_05 True -1.116908998554 -0.293180952481 -0.293843263973 -0.293208021538 -0.230112136532 -0.588955739494 -0.586663994525 -0.524079950735 -0.589665154698 -0.524607713638 -0.523811389281 -0.884949626814 -0.820463380659 -0.818061547104 -0.820873907892
00_01_02_06 00_01_02_06 True -1.114649892392 -0.293180717590 -0.293763379379 -0.293147141777 -0.230116922323 -0.588874514962 -0.586795553971 -0.524084517759 -0.586852818388 -0.524532264566 -0.523973976684 -0.882428092460 -0.820386660140 -0.818406588874 -0.818335981023
00_01_02_07 00_01_02_07 True -1.117703550736 -0.293176520387 -0.293829537267 -0.293363762915 -0.230118030839 -0.588936984023 -0.586637390987 -0.524081665502 -0.590251833771 -0.524599815271 -0.524320397692 -0.885448525956 -0.820450707544 -0.818369715857 -0.821770233887
00_01_02_08 00_01_02_08 True -1.114627707015 -0.293176418403 -0.293760729365 -0.293255262575 -0.230119549971 -0.588867279006 -0.586516290265 -0.524082903036 -0.587060157374 -0.524532048842 -0.524244035066 -0.882262946332 -0.820381945369 -0.818282530112 -0.818691780533
00_01_02_09 00_01_02_09 True -1.115012915783 -0.293177757632 -0.293764036919 -0.294034567309 -0.230115588577 -0.588872123342 -0.587251388846 -0.524080322625 -0.587883606891 -0.524531471376 -0.524637570425 -0.883028375824 -0.820382950915 -0.818628146156 -0.819137484472
00_01_02_10 00_01_02_10 True -1.114673144241 -0.293173631284 -0.293760384966 -0.293475598741 -0.230115043928 -0.588864128815 -0.586813401557 -0.524075677869 -0.587282434398 -0.524527203907 -0.524215457076 -0.882561507899 -0.820374365194 -0.818321808208 -0.818671158034
00_01_02_11 00_01_02_11 True -1.114424537225 -0.293173024739 -0.293764077438 -0.293262366482 -0.230116578130 -0.588867204954 -0.586505613266 -0.524076316322 -0.587056890919 -0.524532607488 -0.524076245644 -0.882223441094 -0.820378820654 -0.818104157927 -0.818517100468
00_01_02_12 00_01_02_12 True -1.114843389134 -0.293172753033 -0.293760907723 -0.293438466217 -0.230120304521 -0.588863668776 -0.586683741727 -0.524079851479 -0.587170300438 -0.524533016837 -0.524538580982 -0.882345155480 -0.820378967192 -0.818573052700 -0.818924010648
