00_01_03_04 True -1.4997769999802735e-06
00_01_03_05 True 2.445840000531163e-07
00_01_03_06 True 6.33573999681003e-07
00_01_03_07 True 1.4510220000540919e-06
00_01_03_08 True -4.494428000018091e-06
00_01_03_09 True 2.904990000107688e-06
00_01_03_10 True -3.0617029998514234e-06
00_01_05_06 True 8.425209999662897e-07
00_01_05_07 True 1.1655009998223775e-06
00_01_05_08 True 5.6749998866845175e-09
00_01_05_09 True 6.858400022902167e-08
00_01_05_10 True -3.2465000160408763e-08
00_01_05_11 True -1.4955400001737118e-07
00_01_06_07 True 4.0814099977470875e-07
00_01_06_08 True 1.9974999981853259e-07
00_01_06_09 True 1.6200002173061279e-09
00_01_06_10 True -1.0559900034956549e-07
00_01_06_11 True 1.7457700002276866e-07
00_01_06_12 True -3.8773200033981325e-07
00_01_06_13 True -2.0139000000973795e-07
00_01_07_08 True 2.3090500012035164e-07
00_01_07_09 True -1.3411669998741882e-06
00_01_07_10 True 2.953799982385874e-08
00_01_07_11 True 3.7171099992461265e-07
00_01_07_12 True 2.137769998522554e-07
00_01_07_13 True 1.9190879999297916e-06
00_01_07_14 True 2.2031299989899722e-07
00_01_08_09 True 5.52192999797585e-07
00_01_08_10 True -3.1203790000489118e-06
00_01_08_11 True 1.3535699977529347e-07
00_01_08_12 True 4.2859400004036097e-07
00_01_08_13 True 2.1282100012842697e-07
00_01_08_14 True 1.0420589998394458e-06
00_01_08_15 True 2.709669997269515e-07
00_01_19_20 True 1.7485000011752128e-07
