00_01_02_03 00_01_02_03 True 2.216937999871549e-06 -0.0019313360630000553 -0.0020949177929999174 -0.0007872412789999561 -0.0002278088930000033 -0.00065183974300001 -0.0004505396490000202 -0.0043039274189999865 -0.003326818622999911 -0.0033089253189998724 -0.0013078316739999762
00_01_02_04 00_01_02_04 True -4.511526999900761e-06 -0.0019330526129999748 -0.0026969028889999858 -0.0007880966539999534 -3.314611500004894e-05 -0.0006519248280000001 -0.0007646572779999861 -0.004646768016000058 -0.0033295974300000253 -0.004194234510999956 -0.0014430553320000372
00_01_02_05 00_01_02_05 True -1.039319999229793e-07 -0.0019315230400000494 -0.00027502050599992334 -0.0007868617220000151 -0.002613869186999962 -0.0006523131329999876 -0.0004912312110000039 -0.004717388821999957 -0.0033270276729999992 -0.0015604365529999498 -0.003710485848999995
00_01_02_06 00_01_02_06 True 1.94484399970718e-06 -0.0019304179930000887 -0.00046769460400003515 -0.0007868778460000392 5.770276800004526e-05 -0.0006519628640000164 -0.000709912584000022 -0.002336853713999998 -0.0033256408479999944 -0.0019618071839999918 -0.0013085375439999825
00_01_02_07 00_01_02_07 True -4.603329999963712e-06 -0.0019309263689999967 -9.710768499998634e-05 -0.0007871142759999783 -0.00305853358899999 -0.0006522471649999528 -0.0008386039380000043 -0.00507870538700006 -0.0033266190509999016 -0.0017114017159999828 -0.004458902865999981
00_01_02_08 00_01_02_08 True 7.420560000637177e-07 -0.0019301312380000102 -8.460928699993708e-05 -0.0007869346619999995 -4.4165433999987513e-05 -0.0006517695060000162 -0.0008692225200000181 -0.0020705359889999775 -0.00332524763 -0.001731299162999994 -0.0015562386219999669
00_01_02_09 00_01_02_09 True -4.914840000813658e-07 -0.0019303287910000244 -3.906390500002521e-05 -0.0007869764160000348 -8.500266300004444e-05 -0.0006518458799999738 -0.00048741453900000287 -0.00205201396400001 -0.0033255677869999667 -0.0013002326380000262 -0.0012232916669999427
00_01_02_10 00_01_02_10 True 2.0503909998470515e-06 -0.001930112565000086 -0.00016417153200004586 -0.0007870026570000188 -4.6450691000010647e-05 -0.0006517750130000388 -0.0006248144070000461 -0.0021518929080000526 -0.0033253050160000075 -0.001557534255000076 -0.001320130399000058
00_01_02_11 00_01_02_11 True 1.5111399984113483e-07 -0.0019301027770000645 -7.02220450000679e-05 -0.0007867134530000486 -3.0446999000066644e-05 -0.0006519519200000323 -0.000697301032000025 -0.002023972435000021 -0.0033251403470000718 -0.0015521885760000076 -0.001374078417999941
00_01_02_12 00_01_02_12 True 1.0681409997326252e-06 -0.0019300080200000402 -7.252247700001435e-05 -0.0007867939250000566 2.9073501999987705e-05 -0.0006518045930000438 -0.00097981024400004 -0.0019730285069999853 -0.003325001914999931 -0.001841528928999997 -0.0016043321870000404
00_01_02_13 00_01_02_13 True -1.620645999983461e-06 -0.0019299649239999939 -3.1032656999996355e-05 -0.0007867049640000456 -5.7542652999953425e-05 -0.0006517931719999537 -0.000503424783000056 -0.002017329141999924 -0.003324842553000057 -0.0013182820900000947 -0.0012135774450000858
