00_01_02_03 00_01_02_03 True -0.03357413952705492 -0.008656608017794248 -0.008740039886876117 -0.008705314563998477 -0.006269909581539966 -0.017798676789722342 -0.017791821985276134 -0.015069950800410223 -0.0174899357677765 -0.015124480229646988 -0.015055409316997075 -0.026984070735388648 -0.02431673814475775 -0.024282001251176893 -0.023950567215055295
00_01_02_04 00_01_02_04 True -0.03375074394535382 -0.008674222750759651 -0.00874029259943711 -0.008708394694997543 -0.006271485883292283 -0.017818090168227677 -0.017934082688787018 -0.015090426257845967 -0.017458986754627478 -0.015126380334512255 -0.015120480703694691 -0.027101933993481823 -0.024339143798070933 -0.024479311749044996 -0.023984058505703357
00_01_02_05 00_01_02_05 True -0.03360543579362939 -0.008642979072142941 -0.008766684200710266 -0.008644251466114406 -0.0062699721351638935 -0.0178121021743554 -0.017345914803069084 -0.015056135243008048 -0.017938911625272277 -0.015151724494444926 -0.014999276956954315 -0.02700894770274007 -0.024330527443184865 -0.02384571371434431 -0.024400827761756692
00_01_02_06 00_01_02_06 True -0.03315203752704274 -0.008642555913214637 -0.008739848414126401 -0.00862851893444951 -0.006271062047675978 -0.0177837577227416 -0.01737184129751023 -0.015056772628530262 -0.01735935351020746 -0.015125490108929697 -0.015028496075595183 -0.026504540280735546 -0.024302730777569347 -0.023914603728773656 -0.023874431245368904
00_01_02_07 00_01_02_07 True -0.03380866939185931 -0.008640889560754258 -0.008759550671849314 -0.00869240992852138 -0.006271569577919736 -0.017802081523241364 -0.01735565186540427 -0.015055735318471182 -0.018071603161752953 -0.01514602964230219 -0.015116629307608941 -0.027155148334977272 -0.02432201217436298 -0.023920134030877144 -0.024593395516428713
00_01_02_08 00_01_02_08 True -0.03313135380956588 -0.008640839724627801 -0.008738737000154083 -0.008644146613733963 -0.006272042998007503 -0.017780694454557957 -0.017304154741688796 -0.01505597814058331 -0.017391804090439406 -0.015125289313571419 -0.015076890043882185 -0.026454656851557023 -0.02430052506160661 -0.02387771441889925 -0.023937770944687367
00_01_02_09 00_01_02_09 True -0.03317475498727768 -0.008641466509250083 -0.00873971481615965 -0.008757437601025255 -0.006270446473402005 -0.017782455381516453 -0.017410792298704486 -0.015055112085140135 -0.01751766857541674 -0.015124713939639923 -0.015112863361805305 -0.026575055545645418 -0.024300844624990447 -0.023906488661832984 -0.023987126224716986
00_01_02_10 00_01_02_10 True -0.033118887060329644 -0.00863993807475444 -0.00873866298376619 -0.008673526661660002 -0.0062709289983588394 -0.017779699148878968 -0.01734612944781501 -0.015053975806833972 -0.01742130533189068 -0.015124104178794688 -0.01505245963643692 -0.026496339829598838 -0.024298432155877753 -0.023864662585326626 -0.02391439945944148
00_01_02_11 00_01_02_11 True -0.03309303881720065 -0.008639616498081992 -0.008739731962731775 -0.008645680456638443 -0.006270924873441894 -0.01778043641332094 -0.01729973812721584 -0.01505353712361116 -0.017394122248283878 -0.015125235316705423 -0.015044397012862866 -0.026448000968854232 -0.024299106786098774 -0.023841553442757298 -0.0239060499968575
00_01_02_12 00_01_02_12 True -0.03316620681238703 -0.008639319461651444 -0.008738698772964933 -0.008674036624452371 -0.006272393540399591 -0.01777904889327443 -0.01732829868609985 -0.015054762066525345 -0.01740747999542352 -0.015125609572074232 -0.015128152919705266 -0.02646349843923209 -0.024299186339551217 -0.023926330907750974 -0.0239765524676523
