00_01_02_03 True 0.0
00_01_02_04 True 0.0
00_01_02_05 True 0.0
00_01_02_06 True 0.0
00_01_02_07 True 0.0
00_01_02_08 True 0.0
00_01_02_09 True 0.0
00_01_02_10 True 0.0
00_01_02_11 True 0.0
00_01_02_12 True 0.0
00_01_02_13 True 0.0
00_01_02_14 True 0.0
00_01_02_15 True 0.0
00_01_02_16 True 0.0
00_01_02_17 True 0.0
00_01_02_18 True 0.0
00_01_02_19 True 0.0
00_01_02_20 True 0.0
00_01_03_04 True 1.4571039976374323e-05
00_01_03_05 True 8.908963955889249e-06
00_01_03_06 True 2.6089090034986384e-05
00_01_03_07 True -8.581069998570001e-06
00_01_03_08 True 1.1855032958862921e-05
00_01_03_09 True -8.393351009772232e-06
00_01_03_10 True 4.663772990909365e-06
00_01_03_11 False 0.0
00_01_03_12 False 0.0
00_01_03_13 False 0.0
00_01_03_14 False 0.0
00_01_03_15 False 0.0
00_01_03_16 False 0.0
00_01_03_17 False 0.0
00_01_03_18 False 0.0
00_01_03_19 False 0.0
00_01_03_20 False 0.0
00_01_04_05 True 0.0
00_01_04_06 True 0.0
00_01_04_07 True 0.0
00_01_04_08 True 0.0
00_01_04_09 True 0.0
00_01_04_10 True 0.0
00_01_04_11 True 0.0
00_01_04_12 True 0.0
00_01_04_13 True 0.0
00_01_04_14 True 0.0
00_01_04_15 True 0.0
00_01_04_16 True 0.0
00_01_04_17 True 0.0
00_01_04_18 True 0.0
00_01_04_19 True 0.0
00_01_04_20 True 0.0
00_01_05_06 True -2.5868300355114116e-06
00_01_05_07 True -3.736538005227885e-06
00_01_05_08 True -1.6784140015602134e-06
00_01_05_09 True 1.667196869448162e-08
00_01_05_10 True -1.22911597344455e-06
00_01_05_11 True -9.576812004752355e-06
00_01_05_12 False 0.0
00_01_05_13 False 0.0
00_01_05_14 False 0.0
00_01_05_15 False 0.0
00_01_05_16 False 0.0
00_01_05_17 False 0.0
00_01_05_18 False 0.0
00_01_05_19 False 0.0
00_01_05_20 False 0.0
00_01_06_07 True -2.4959849795891387e-06
00_01_06_08 True -2.869217929912793e-06
00_01_06_09 True 1.974355981815279e-06
00_01_06_10 True -5.237461977003477e-06
00_01_06_11 True 6.251531978307412e-06
00_01_06_12 True -8.535926006913996e-06
00_01_06_13 True 2.4671309972745803e-06
00_01_06_14 False 0.0
00_01_06_15 False 0.0
00_01_06_16 False 0.0
00_01_06_17 False 0.0
00_01_06_18 False 0.0
00_01_06_19 False 0.0
00_01_06_20 False 0.0
00_01_07_08 True -3.8468959573378925e-06
00_01_07_09 True 2.710853307519301e-05
00_01_07_10 True -2.592821935820666e-06
00_01_07_11 True -2.4734539820769896e-06
00_01_07_12 True -9.503025921731023e-09
00_01_07_13 True -3.3291080470121415e-06
00_01_07_14 True -1.1315760062302616e-06
00_01_07_15 False 0.0
00_01_07_16 False 0.0
00_01_07_17 False 0.0
00_01_07_18 False 0.0
00_01_07_19 False 0.0
00_01_07_20 False 0.0
00_01_08_09 True 1.1675598443616764e-07
00_01_08_10 True 1.8333924003854918e-05
00_01_08_11 True -1.2862089633358664e-06
00_01_08_12 True -9.000359710853445e-07
00_01_08_13 True -1.7034196986287498e-07
00_01_08_14 True -9.03306500532608e-06
00_01_08_15 True 2.297457996291996e-06
00_01_08_16 False 0.0
00_01_08_17 False 0.0
00_01_08_18 False 0.0
00_01_08_19 False 0.0
00_01_08_20 False 0.0
00_01_09_10 True 0.0
00_01_09_11 True 0.0
00_01_09_12 True 0.0
00_01_09_13 True 0.0
00_01_09_14 True 0.0
