00_01_02_03 True 1.0663140000005678e-06
00_01_03_04 True 4.806079999990567e-07
00_01_03_05 True 5.48423000001734e-07
00_01_03_06 True 1.0702429999965776e-06
00_01_03_07 True 9.053720000000778e-07
00_01_03_08 True -1.2160240000008357e-06
00_01_04_05 True 2.455469999959256e-07
00_01_04_06 True 4.2275799999429153e-07
00_01_04_07 True 7.298400000067123e-08
00_01_04_08 True 6.191389999975899e-07
00_01_05_06 True 7.322419999953797e-07
00_01_05_07 True 1.051837999998563e-06
00_01_05_08 True 6.921209999991365e-07
00_01_06_07 True 8.550439999921444e-07
00_01_06_08 True 8.265050000068677e-07
00_01_06_09 True 7.801360000052326e-07
00_01_06_10 True 6.496069999955417e-07
