00_01_02_03 True 2.091604000192815e-06
00_01_03_04 True -1.4319200000167953e-06
00_01_03_05 True 2.3071200011548498e-07
00_01_03_06 True 6.350689999434778e-07
00_01_03_07 True 1.4650860000464672e-06
00_01_03_08 True -4.509830000110071e-06
00_01_04_05 True -1.7502160002125233e-06
00_01_04_06 True 1.5793000016084413e-07
00_01_04_07 True -2.882587999936126e-06
00_01_04_08 True -2.983600002059994e-07
00_01_05_06 True 8.43442000159067e-07
00_01_05_07 True 1.189208000212938e-06
00_01_05_08 True -6.8549996790068235e-09
00_01_06_07 True 4.070850000148507e-07
00_01_06_08 True 2.16281999865231e-07
00_01_06_09 True 1.1460001003715803e-09
00_01_06_10 True -1.0993700003125717e-07
