00_01_02_03 True 7.937899072114896e-07
00_01_03_04 True 2.2597799655566658e-07
00_01_03_05 True 1.3997126070003363e-07
00_01_03_06 True 9.394722875460254e-07
00_01_03_07 True 3.885532307984496e-07
00_01_03_08 True -1.344147399919872e-06
00_01_04_05 True -1.7305977885288815e-07
00_01_04_06 True 2.1131587081731074e-08
00_01_04_07 True -3.937960829465334e-07
00_01_04_08 True 1.5188181838165365e-07
00_01_05_06 True 3.509688621637641e-07
00_01_05_07 True 3.223664472662771e-07
00_01_05_08 True -2.9673017806763902e-08
00_01_06_07 True 1.1607651814043995e-07
00_01_06_08 True 9.750169619598958e-08
00_01_06_09 True 3.03909483872003e-08
00_01_06_10 True -6.056225079330985e-08
